"id_stone","id_site"
10000317,40000031
50000095,40000031
10000309,40000031
10000310,40000031
50000084,40000031
50000092,40000031
20000033,40000031
20000042,40000031
20000037,40000031
50000082,40000031
10000080,40000032
20000088,40000032
50000170,40000032
30000037,40000032
20000024,40000033
10000281,40000033
50000060,40000033
20000023,40000033
50000059,40000033
10000279,40000033
30000038,40000034
20000073,40000034
50000171,40000034
10000081,40000034
20000089,40000035
50000303,40000035
10000234,40000035
10000196,40000036
50000027,40000036
20000061,40000037
10000233,40000037
50000302,40000037
10000197,40000038
20000087,40000038
10000198,40000038
50000270,40000038
50000271,40000038
20000086,40000038
10000082,40000039
30000039,40000039
20000099,40000039
50000172,40000039
30000132,40000040
20000069,40000040
10000268,40000040
50000049,40000040
20000060,40000041
10000257,40000041
50000039,40000041
10000006,40000042
20000059,40000042
50000103,40000042
20000062,40000043
50000248,40000043
10000171,40000043
50000061,40000044
20000071,40000044
10000282,40000044
10000270,40000045
50000050,40000045
20000064,40000045
30000133,40000045
50000249,40000046
10000172,40000046
20000070,40000046
50000173,40000047
20000092,40000047
10000083,40000047
30000040,40000047
10000084,40000048
20000096,40000048
50000174,40000048
20000093,40000049
30000001,40000049
50000010,40000049
10000002,40000049
20000095,40000050
50000350,40000050
50000326,40000051
30000148,40000051
10000298,40000052
50000077,40000052
20000097,40000052
20000098,40000053
10000276,40000053
50000056,40000053
20000094,40000054
50000175,40000054
10000085,40000054
30000041,40000054
20000100,40000055
20000101,40000055
50000176,40000055
10000086,40000055
10000087,40000055
50000177,40000055
10000147,40000056
20000105,40000056
50000229,40000056
50000073,40000057
50000074,40000057
20000104,40000057
20000103,40000057
10000295,40000057
50000351,40000057
20000102,40000057
10000294,40000057
10000240,40000058
20000143,40000058
10000242,40000058
50000309,40000058
20000144,40000058
50000310,40000058
10000033,40000059
50000128,40000059
20000147,40000059
50000358,40000060
20000152,40000060
50000041,40000061
10000260,40000061
20000150,40000061
20000151,40000062
50000047,40000062
10000266,40000062
30000130,40000062
50000327,40000063
30000149,40000063
20000108,40000063
50000028,40000064
10000207,40000064
50000328,40000064
30000150,40000064
20000107,40000064
30000107,40000064
20000106,40000065
50000352,40000065
50000329,40000066
30000151,40000066
10000149,40000067
30000082,40000067
20000109,40000067
50000230,40000067
20000110,40000068
50000353,40000068
50000354,40000069
20000112,40000069
20000111,40000069
50000355,40000069
20000114,40000070
50000356,40000070
30000019,40000070
20000113,40000070
10000057,40000070
50000015,40000070
20000115,40000071
50000002,40000071
10000113,40000071
50000228,40000072
10000146,40000072
20000117,40000072
10000101,40000073
10000148,40000073
50000024,40000073
30000078,40000073
10000173,40000073
50000025,40000073
20000120,40000073
50000021,40000073
10000114,40000073
10000137,40000073
20000121,40000073
50000022,40000073
20000123,40000073
20000119,40000073
20000122,40000073
50000023,40000073
30000087,40000073
20000124,40000073
30000050,40000073
10000125,40000073
30000081,40000073
10000159,40000073
20000118,40000073
50000019,40000073
30000060,40000073
50000020,40000073
10000150,40000074
50000231,40000074
10000151,40000074
50000232,40000074
20000128,40000074
20000127,40000074
20000129,40000075
10000034,40000075
50000129,40000075
10000007,40000076
20000126,40000076
10000008,40000076
50000105,40000076
20000125,40000076
50000104,40000076
50000199,40000077
50000203,40000077
20000134,40000077
10000117,40000077
30000062,40000077
30000063,40000077
20000130,40000077
50000201,40000077
30000061,40000077
30000064,40000077
50000202,40000077
30000058,40000077
10000112,40000077
10000116,40000077
30000059,40000077
10000118,40000077
20000133,40000077
10000115,40000077
50000200,40000077
20000131,40000077
20000132,40000077
10000110,40000077
50000197,40000077
50000198,40000077
30000057,40000077
20000135,40000077
20000136,40000077
10000111,40000077
10000299,40000078
50000078,40000078
20000137,40000078
50000055,40000079
20000138,40000079
10000275,40000079
10000174,40000080
20000116,40000080
50000250,40000080
10000323,40000081
20000139,40000081
50000006,40000081
10000263,40000082
50000044,40000082
20000140,40000082
50000178,40000083
10000088,40000083
30000042,40000083
20000141,40000083
50000330,40000084
30000152,40000084
20000142,40000085
10000175,40000085
50000251,40000085
10000235,40000086
20000145,40000086
50000304,40000086
20000148,40000087
50000130,40000087
10000036,40000087
20000149,40000088
50000357,40000088
20000153,40000089
10000119,40000089
50000204,40000089
10000236,40000090
50000305,40000090
20000146,40000090
20000212,40000091
10000195,40000091
50000269,40000091
20000156,40000092
30000079,40000092
10000138,40000092
50000220,40000092
20000154,40000093
10000009,40000093
50000106,40000093
10000136,40000094
20000155,40000094
50000219,40000094
50000205,40000095
20000157,40000095
10000120,40000095
30000065,40000095
20000158,40000096
10000089,40000096
50000179,40000096
30000092,40000097
10000185,40000097
50000026,40000097
20000162,40000097
50000048,40000098
30000131,40000098
20000160,40000098
10000267,40000098
20000166,40000099
50000008,40000099
10000301,40000099
10000142,40000100
50000224,40000100
20000172,40000100
50000233,40000101
20000159,40000101
10000152,40000101
50000221,40000102
20000168,40000102
10000139,40000102
20000170,40000103
10000194,40000103
30000098,40000103
10000193,40000103
50000266,40000103
10000192,40000103
30000097,40000103
50000267,40000103
30000096,40000103
20000169,40000103
20000171,40000103
50000268,40000103
10000243,40000104
20000167,40000104
50000311,40000104
30000007,40000105
50000011,40000105
50000331,40000105
30000153,40000105
10000013,40000105
20000183,40000105
50000316,40000107
20000184,40000107
10000248,40000107
20000186,40000108
50000029,40000108
20000185,40000108
10000218,40000108
50000030,40000108
10000230,40000108
20000161,40000109
50000062,40000109
10000283,40000109
20000187,40000110
10000245,40000110
50000313,40000110
20000165,40000111
20000163,40000111
50000359,40000111
50000361,40000111
50000360,40000111
20000164,40000111
10000091,40000112
50000180,40000112
30000043,40000112
20000188,40000112
50000181,40000113
30000044,40000113
20000189,40000113
10000092,40000113
10000273,40000114
50000053,40000114
50000362,40000115
20000190,40000115
30000137,40000116
50000066,40000116
20000192,40000116
10000287,40000116
20000191,40000117
50000031,40000117
30000120,40000117
10000241,40000117
10000043,40000118
50000137,40000118
20000193,40000118
50000282,40000119
10000210,40000119
20000194,40000119
50000081,40000120
10000303,40000120
20000197,40000120
10000211,40000121
50000283,40000121
20000196,40000121
20000195,40000121
10000212,40000121
50000284,40000121
50000363,40000122
20000198,40000122
50000183,40000123
10000094,40000123
20000204,40000123
10000093,40000124
50000182,40000124
20000207,40000124
50000365,40000125
20000208,40000125
20000199,40000126
20000200,40000126
20000201,40000126
50000132,40000126
10000037,40000126
10000038,40000126
50000131,40000126
50000133,40000126
10000039,40000126
10000010,40000127
50000107,40000127
20000206,40000127
10000285,40000128
10000284,40000128
50000063,40000128
20000202,40000128
20000203,40000128
50000064,40000128
20000205,40000129
30000088,40000130
50000252,40000130
20000218,40000130
10000176,40000130
50000225,40000131
20000217,40000131
10000143,40000131
50000184,40000132
20000209,40000132
10000095,40000132
20000210,40000133
10000288,40000133
50000067,40000133
30000121,40000134
20000211,40000134
10000250,40000134
50000032,40000134
10000251,40000135
20000216,40000135
50000033,40000135
50000058,40000136
30000136,40000136
20000213,40000136
20000214,40000136
10000278,40000136
30000135,40000136
10000277,40000136
50000057,40000136
50000366,40000137
20000220,40000137
20000219,40000138
50000046,40000138
30000129,40000138
10000265,40000138
10000001,40000139
20000222,40000139
50000001,40000139
10000144,40000140
20000221,40000140
50000226,40000140
50000185,40000141
30000045,40000141
10000096,40000141
20000223,40000141
20000224,40000142
50000003,40000142
10000229,40000142
10000040,40000143
50000134,40000143
20000265,40000143
20000225,40000144
50000367,40000144
10000296,40000145
20000226,40000145
50000075,40000145
10000213,40000146
20000233,40000146
30000110,40000146
50000285,40000146
30000083,40000147
20000234,40000147
50000241,40000147
10000161,40000147
10000289,40000148
50000068,40000148
20000235,40000148
50000213,40000149
50000210,40000149
30000070,40000149
20000237,40000149
50000208,40000149
30000072,40000149
30000066,40000149
50000207,40000149
20000236,40000149
10000129,40000149
50000211,40000149
20000241,40000149
10000128,40000149
20000240,40000149
30000073,40000149
10000126,40000149
50000212,40000149
20000239,40000149
30000069,40000149
10000121,40000149
10000122,40000149
20000243,40000149
30000071,40000149
30000067,40000149
50000209,40000149
10000124,40000149
10000127,40000149
10000123,40000149
20000238,40000149
20000242,40000149
30000068,40000149
50000206,40000149
10000011,40000150
20000230,40000150
50000108,40000150
50000014,40000151
20000244,40000151
10000046,40000151
50000186,40000152
20000227,40000152
30000046,40000152
10000097,40000152
50000345,40000153
50000214,40000153
20000245,40000153
50000346,40000153
20000247,40000153
10000130,40000153
20000246,40000153
20000254,40000154
10000214,40000154
20000253,40000154
30000154,40000154
50000287,40000154
50000290,40000154
20000249,40000154
10000215,40000154
20000252,40000154
50000289,40000154
50000333,40000154
50000286,40000154
10000216,40000154
20000251,40000154
20000250,40000154
50000332,40000154
30000155,40000154
10000217,40000154
10000219,40000154
50000288,40000154
20000255,40000155
10000153,40000155
50000234,40000155
50000045,40000156
20000228,40000156
10000264,40000156
50000368,40000157
20000256,40000157
10000154,40000158
50000235,40000158
20000248,40000158
30000089,40000159
50000369,40000159
20000261,40000159
20000260,40000159
10000177,40000159
20000259,40000159
50000253,40000159
10000178,40000160
50000254,40000160
50000236,40000161
10000155,40000161
20000264,40000161
20000263,40000161
50000237,40000161
10000156,40000161
30000047,40000162
20000267,40000162
10000098,40000162
50000187,40000162
30000127,40000163
20000229,40000163
50000004,40000163
10000258,40000163
20000266,40000164
50000109,40000164
10000012,40000164
10000220,40000165
50000291,40000165
20000258,40000165
20000262,40000166
50000370,40000166
10000099,40000167
30000049,40000167
20000231,40000167
50000189,40000167
10000100,40000167
30000048,40000167
50000188,40000167
20000232,40000167
30000134,40000168
10000271,40000168
50000051,40000168
20000276,40000168
50000306,40000169
10000237,40000169
20000277,40000169
20000268,40000170
50000292,40000170
20000271,40000170
10000228,40000170
10000227,40000170
30000112,40000170
10000225,40000170
30000116,40000170
30000118,40000170
50000293,40000170
10000222,40000170
50000298,40000170
20000272,40000170
50000294,40000170
50000296,40000170
10000226,40000170
20000275,40000170
30000114,40000170
20000269,40000170
10000221,40000170
20000273,40000170
30000115,40000170
50000295,40000170
20000270,40000170
50000297,40000170
30000113,40000170
10000223,40000170
20000274,40000170
30000111,40000170
50000299,40000170
10000224,40000170
30000117,40000170
50000335,40000171
30000157,40000171
30000156,40000171
50000334,40000171
20000278,40000171
10000015,40000172
50000110,40000172
50000111,40000172
10000014,40000172
20000279,40000172
20000280,40000172
50000113,40000173
50000114,40000173
20000286,40000173
10000019,40000173
10000016,40000173
50000116,40000173
20000285,40000173
20000281,40000173
20000282,40000173
50000112,40000173
10000020,40000173
20000283,40000173
10000017,40000173
50000117,40000173
10000021,40000173
20000284,40000173
10000018,40000173
50000115,40000173
20000287,40000174
50000371,40000174
50000036,40000175
50000037,40000175
20000288,40000175
30000125,40000175
30000124,40000175
20000289,40000175
10000255,40000175
10000254,40000175
10000252,40000176
50000034,40000176
20000290,40000176
30000122,40000176
10000157,40000177
50000238,40000177
20000291,40000177
20000292,40000178
10000158,40000178
50000239,40000178
20000294,40000179
50000372,40000179
50000373,40000179
20000293,40000179
10000145,40000180
20000295,40000180
50000227,40000180
50000190,40000181
10000102,40000181
30000052,40000181
10000103,40000181
20000297,40000181
20000296,40000181
50000191,40000181
30000051,40000181
10000140,40000182
50000222,40000182
20000298,40000182
20000307,40000183
10000104,40000183
30000053,40000183
50000192,40000183
50000193,40000184
20000299,40000184
10000105,40000184
30000054,40000184
30000008,40000185
20000304,40000185
30000009,40000185
10000022,40000185
10000023,40000185
30000011,40000185
20000306,40000185
50000121,40000185
10000026,40000185
50000119,40000185
50000118,40000185
10000025,40000185
20000305,40000185
50000120,40000185
20000303,40000185
20000308,40000186
10000041,40000186
50000135,40000186
10000028,40000187
10000027,40000187
50000122,40000187
20000300,40000187
50000123,40000187
20000301,40000187
10000184,40000188
20000302,40000188
50000259,40000188
50000315,40000189
20000356,40000189
10000247,40000189
50000260,40000190
20000309,40000190
10000186,40000190
50000375,40000191
50000374,40000191
20000312,40000191
20000310,40000191
50000376,40000191
20000311,40000191
10000231,40000192
50000300,40000192
30000119,40000192
20000313,40000192
50000040,40000193
20000314,40000193
30000128,40000193
10000259,40000193
20000315,40000194
50000320,40000194
10000163,40000194
20000316,40000194
30000084,40000194
50000242,40000194
10000162,40000194
30000080,40000195
50000223,40000195
20000319,40000195
10000141,40000195
20000317,40000196
50000018,40000196
10000090,40000196
10000187,40000197
50000261,40000197
20000318,40000197
10000244,40000198
20000321,40000198
50000312,40000198
20000322,40000199
50000336,40000199
30000158,40000199
10000300,40000200
50000079,40000200
10000302,40000200
30000142,40000200
20000337,40000200
50000080,40000200
20000336,40000200
30000141,40000200
10000286,40000201
50000065,40000201
20000320,40000201
10000107,40000202
50000194,40000202
50000318,40000202
20000338,40000202
10000106,40000202
20000339,40000202
20000332,40000203
10000068,40000203
50000016,40000203
30000030,40000203
50000382,40000204
30000159,40000204
50000341,40000204
50000381,40000204
30000006,40000204
20000342,40000204
20000340,40000204
50000337,40000204
50000380,40000204
50000342,40000204
20000341,40000204
30000005,40000204
50000377,40000205
20000323,40000205
50000196,40000206
50000195,40000206
10000109,40000206
10000108,40000206
30000056,40000206
30000055,40000206
20000344,40000206
20000343,40000206
10000053,40000207
30000017,40000207
50000146,40000207
20000074,40000207
20000331,40000208
20000330,40000208
10000164,40000208
50000245,40000208
20000329,40000208
50000243,40000208
50000378,40000208
10000166,40000208
50000246,40000208
20000326,40000208
20000328,40000208
20000327,40000208
10000167,40000208
10000165,40000208
50000379,40000208
50000244,40000208
10000031,40000209
10000029,40000209
20000334,40000209
50000124,40000209
20000335,40000209
50000125,40000209
10000030,40000209
50000126,40000209
20000333,40000209
10000269,40000210
50000005,40000210
20000345,40000210
50000043,40000211
20000215,40000211
10000262,40000211
30000160,40000212
50000338,40000212
50000262,40000213
10000188,40000213
20000346,40000213
50000339,40000214
20000347,40000214
30000161,40000214
50000054,40000215
10000274,40000215
20000257,40000215
10000246,40000216
50000314,40000216
20000348,40000216
50000240,40000217
10000160,40000217
20000350,40000217
20000349,40000218
50000076,40000218
10000297,40000218
20000351,40000219
50000383,40000219
30000090,40000220
50000256,40000220
20000353,40000220
10000179,40000220
30000091,40000220
10000180,40000220
20000352,40000220
50000255,40000220
10000035,40000221
50000012,40000221
50000013,40000221
20000325,40000221
20000324,40000221
30000010,40000221
10000024,40000221
30000012,40000221
10000232,40000222
50000301,40000222
20000357,40000222
20000358,40000223
50000384,40000223
50000323,40000224
10000181,40000224
20000359,40000224
30000036,40000225
50000017,40000225
20000355,40000225
10000079,40000225
10000280,40000226
50000007,40000226
20000361,40000226
10000253,40000227
50000340,40000227
20000360,40000227
30000162,40000227
50000035,40000227
30000123,40000227
20000354,40000228
10000032,40000228
50000127,40000228
50000052,40000229
10000272,40000229
30000074,40000230
10000131,40000230
50000319,40000230
10000134,40000230
50000216,40000230
10000135,40000230
20000365,40000230
50000218,40000230
20000363,40000230
30000077,40000230
30000075,40000230
50000215,40000230
10000132,40000230
20000366,40000230
10000133,40000230
30000076,40000230
50000217,40000230
20000362,40000230
20000364,40000230
10000239,40000231
20000368,40000231
20000367,40000231
10000238,40000231
50000307,40000231
50000308,40000231
